time	Distance4	Ax4	Ay4	Vaz4	Steer4	Throttle4	Brake4	Gear4	Speed4	LapTime4	RPM4	Fuel4	Distance5	Ax5	Ay5	Vaz5	Steer5	Throttle5	Brake5	Gear5	Speed5	LapTime5	RPM5	Fuel5	Distance6	Ax6	Ay6	Vaz6	Steer6	Throttle6	Brake6	Gear6	Speed6	LapTime6	RPM6	Fuel6	Distance3	Ax3	Ay3	Vaz3	Steer3	Throttle3	Brake3	Gear3	Speed3	LapTime3	RPM3	Fuel3	Distance8	Ax8	Ay8	Vaz8	Steer8	Throttle8	Brake8	Gear8	Speed8	LapTime8	RPM8	Fuel8	Distance9	Ax9	Ay9	Vaz9	Steer9	Throttle9	Brake9	Gear9	Speed9	LapTime9	RPM9	Fuel9	Distance7	Ax7	Ay7	Vaz7	Steer7	Throttle7	Brake7	Gear7	Speed7	LapTime7	RPM7	Fuel7
36.088000 2325.753906 -5.049488 -15.303554 -0.155281 -0.084765 0.100000 0.000000 4.000000 52.864479 36.085999 683.879822 7.802953 2309.546875 -18.100298 0.502266 0.021646 0.004920 0.000000 0.448820 4.000000 45.788136 36.085999 646.093750 8.012567 2026.000854 -1.225767 -1.591074 -0.036209 -0.006229 0.100000 0.000000 4.000000 46.187866 36.085999 625.701538 7.934630 2290.520996 -1.594954 0.245086 0.005082 0.000478 0.000000 0.516182 4.000000 48.399975 36.085999 721.282959 7.818030 2014.644409 5.308862 0.943563 0.018843 0.003578 1.000000 0.000000 4.000000 47.047298 36.085999 731.864868 7.960484 1701.845459 3.410880 -1.317689 -0.020135 -0.003140 1.000000 0.000000 5.000000 57.984108 36.085999 727.441040 8.086851 2005.372559 5.411038 -0.334448 0.066046 -0.018015 1.000000 0.000000 4.000000 46.007988 36.085999 643.313110 7.974841 
36.150000 2328.874023 -16.616447 -6.352868 -0.074652 -0.114420 0.000000 0.417042 4.000000 52.154526 36.146000 692.578979 7.802520 2312.262451 -17.101959 0.814022 0.021692 0.005118 0.100000 0.000000 4.000000 44.661728 36.146000 641.346802 8.012199 2028.769165 -0.531867 -1.569397 -0.035654 -0.005759 1.000000 0.000000 4.000000 46.110161 36.146000 636.718567 7.934354 2293.393311 -1.916987 0.241010 0.003106 0.000693 0.200000 0.000000 4.000000 47.448425 36.146000 716.859863 7.817642 2017.483887 5.274615 0.881943 0.018381 0.003272 1.000000 0.000000 4.000000 47.374332 36.146000 736.930847 7.957765 1705.330444 3.396988 -1.199710 -0.020463 -0.002892 1.000000 0.000000 5.000000 58.193810 36.146000 730.042847 8.084279 2008.141968 5.400581 0.358244 -0.041651 -0.006943 1.000000 0.000000 4.000000 46.342556 36.146000 647.963013 7.972337 
36.224000 2331.936035 -15.270780 -3.823613 -0.015240 -0.188244 0.000000 0.346481 4.000000 51.005344 36.206001 675.686401 7.801934 2314.927246 -17.799929 0.922509 0.023158 0.002827 0.000000 0.441256 4.000000 43.622810 36.206001 615.501648 8.011821 2031.541138 4.352204 -1.466868 -0.030123 -0.004784 1.000000 0.000000 4.000000 46.427853 36.206001 641.939880 7.931501 2296.225342 -21.211901 0.125930 0.001675 0.000762 0.000000 0.444387 4.000000 46.341366 36.206001 679.486328 7.817175 2020.342041 5.228370 0.851883 0.017455 0.003208 1.000000 0.000000 4.000000 47.762135 36.206001 742.775452 7.954507 1708.827026 3.377690 -0.936522 -0.012377 -0.001746 1.000000 0.000000 5.000000 58.443054 36.206001 733.132629 8.081182 2010.930298 5.259508 4.925766 0.084977 0.060896 1.000000 0.000000 4.000000 46.738678 36.206001 653.346863 7.969335 
36.304000 2335.932861 -14.231327 -10.822421 -0.239032 -0.277191 0.100008 0.000000 4.000000 49.630905 36.285999 673.021545 7.801445 2318.407715 -17.238340 0.845790 0.010587 0.001790 0.000000 0.428537 4.000000 42.848320 36.285999 608.617554 8.011515 2035.262695 4.303576 -1.559730 -0.032052 -0.007066 1.000000 0.000000 4.000000 46.773849 36.285999 646.366272 7.928396 2299.907471 -1.667762 0.200599 0.003714 0.000771 0.100000 0.000000 4.000000 45.184982 36.285999 681.384155 7.816751 2024.182617 5.176651 0.798886 0.016164 0.002967 1.000000 0.000000 4.000000 48.177723 36.285999 749.050781 7.950968 1713.508301 3.350774 -0.722025 -0.010525 -0.001664 1.000000 0.000000 5.000000 58.710846 36.285999 736.434509 8.077826 2014.677490 5.321921 5.065760 0.157434 0.020864 1.000000 0.000000 4.000000 47.161808 36.285999 659.233459 7.966072 
36.374000 2339.890625 -11.987732 -23.049129 -0.956563 -0.212830 0.000000 0.509804 4.000000 49.265625 36.366001 653.001892 7.801022 2321.803467 -1.304649 0.417349 -0.001758 0.000428 0.100000 0.000000 4.000000 41.692959 36.366001 602.113525 8.011163 2039.012329 4.277768 -1.731387 -0.038654 -0.007777 1.000000 0.000000 4.000000 47.074402 36.366001 650.452209 7.925658 2303.517334 -19.165085 0.137979 0.003828 0.001055 0.000000 0.432518 4.000000 44.712143 36.366001 657.647156 7.816404 2028.056519 5.133841 0.760915 0.014986 0.002798 1.000000 0.000000 4.000000 48.538315 36.366001 754.429443 7.947858 1718.211304 3.328042 -0.673549 -0.010977 -0.001699 1.000000 0.000000 5.000000 58.943413 36.366001 739.301819 8.074888 2018.457031 5.308320 2.795244 0.022321 -0.003190 1.000000 0.000000 4.000000 47.532177 36.366001 664.047729 7.963201 
36.450000 2343.821533 -17.262280 -23.028530 -0.582246 -0.203104 0.100169 0.000000 4.000000 47.756126 36.445999 639.473450 7.800525 2325.110107 -16.599586 -0.076624 -0.004565 -0.001397 0.000000 0.408649 4.000000 40.669949 36.445999 709.647888 8.010804 2042.788696 4.243794 -1.827078 -0.037718 -0.007067 1.000000 0.000000 4.000000 47.398766 36.445999 654.850037 7.922663 2307.042725 -4.666428 0.234015 0.005804 0.001329 0.000000 0.468591 4.000000 43.477016 36.445999 643.598694 7.815980 2031.963379 5.081591 0.688241 0.013247 0.002359 1.000000 0.000000 4.000000 48.926323 36.445999 760.240112 7.944468 1722.935547 3.302347 -0.628852 -0.011527 -0.001406 1.000000 0.000000 5.000000 59.194065 36.445999 742.390808 8.071699 2022.268677 5.271506 -0.961499 -0.064222 -0.017175 1.000000 0.000000 4.000000 47.933502 36.445999 669.326111 7.960070 
36.542000 2347.687012 -17.229393 -21.099297 -0.492448 -0.187162 0.000000 0.390973 4.000000 46.495499 36.526001 609.513794 7.800103 2328.324707 -15.167478 -0.246851 -0.001433 -0.001554 0.000000 0.391370 3.000000 39.550301 36.526001 671.315918 8.010219 2046.591675 4.215056 -1.798401 -0.036294 -0.006693 1.000000 0.000000 4.000000 47.788246 36.526001 660.204956 7.919008 2310.489258 -18.213022 0.148939 0.003701 0.000752 0.000000 0.421428 4.000000 42.428169 36.526001 622.087097 7.815575 2035.902832 5.015411 0.595844 0.011662 0.001979 1.000000 0.000000 4.000000 49.390732 36.526001 767.362976 7.940341 1727.681030 3.277105 -0.616621 -0.010034 -0.001488 1.000000 0.000000 5.000000 59.494907 36.526001 746.098755 8.067839 2026.112061 5.201131 -4.149174 -0.113326 -0.023646 1.000000 0.000000 4.000000 48.413677 36.526001 675.954712 7.956261 
36.616000 2351.481689 -12.084424 -23.220720 -0.498390 -0.196541 0.100293 0.000000 4.000000 45.343777 36.605999 608.653198 7.799787 2331.460938 -14.578186 -0.486954 -0.012647 -0.013663 0.000000 0.345622 3.000000 38.567574 36.605999 670.452576 8.009726 2050.421143 4.176855 -1.747308 -0.033484 -0.006154 1.000000 0.000000 4.000000 48.099472 36.605999 664.282959 7.916045 2313.844727 -6.414842 0.272395 0.005189 0.001384 0.100000 0.000000 4.000000 41.065819 36.605999 615.548584 7.815189 2039.874023 4.969731 0.529791 0.010908 0.001613 1.000000 0.000000 4.000000 49.760487 36.605999 772.892029 7.937007 1732.446655 3.250595 -0.281017 0.001583 0.000064 1.000000 0.000000 5.000000 59.734879 36.605999 749.057556 8.064718 2029.989136 5.143201 -6.208497 -0.155074 -0.029457 1.000000 0.000000 4.000000 48.794357 36.605999 681.180786 7.953181 
36.704000 2355.211670 -16.449707 -20.772383 -0.483820 -0.171588 0.000000 0.371370 4.000000 44.180683 36.686001 575.796204 7.799418 2334.508545 -17.071163 -2.432390 -0.167896 -0.052937 0.000000 0.353196 3.000000 37.267223 36.686001 608.051453 8.009192 2054.277100 4.141053 -1.623467 -0.030999 -0.005875 1.000000 0.000000 4.000000 48.466103 36.686001 669.309814 7.912493 2317.116211 -17.432896 0.169116 0.009211 0.000321 0.000000 0.396958 3.000000 40.090904 36.686001 742.072876 7.814669 2043.876465 4.901569 0.486460 0.009315 0.001648 1.000000 0.000000 4.000000 50.194973 36.686001 779.573242 7.933023 1737.233521 3.223334 0.054618 0.003839 0.000615 1.000000 0.000000 5.000000 60.017941 36.686001 752.542053 8.060984 2033.900635 5.106944 -7.318480 -0.158133 -0.028453 1.000000 0.000000 4.000000 49.241074 36.686001 687.350769 7.949501 
36.792000 2359.757568 -1.553403 -26.084274 -0.614206 -0.173083 0.301092 0.000000 4.000000 43.028690 36.785999 588.557312 7.799102 2338.061768 -15.202879 -10.448110 -0.558127 -0.111371 0.000000 0.367268 3.000000 36.088593 36.785999 619.507568 8.008739 2059.135498 4.096827 -1.023922 -0.019097 -0.001911 1.000000 0.000000 4.000000 48.829380 36.785999 674.334167 7.908911 2321.087891 -16.976406 0.152533 0.011302 0.001401 0.000000 0.391519 3.000000 39.196655 36.785999 708.771790 7.814094 2048.892822 -0.556856 0.393318 0.009989 0.001081 0.300000 0.000000 4.000000 49.787716 36.785999 762.846008 7.931684 1743.245361 3.193961 0.496168 0.012405 0.002215 1.000000 0.000000 5.000000 60.298439 36.785999 756.000671 8.057249 2038.835327 5.060488 -7.105213 -0.133155 -0.022083 1.000000 0.000000 4.000000 49.683804 36.785999 693.362976 7.945803 
36.872000 2363.330322 -15.388172 -20.813477 -0.383379 -0.180823 0.000000 0.340594 4.000000 41.968124 36.866001 697.771851 7.798699 2340.792725 0.889675 -18.100018 -0.536993 -0.096745 0.400119 0.000000 3.000000 35.722054 36.866001 642.388977 8.008397 2063.053467 4.087506 -0.390905 -0.000060 0.000774 1.000000 0.000000 4.000000 49.156864 36.866001 679.186279 7.905627 2324.174805 -18.485289 0.194036 0.004601 0.001184 0.000000 0.382963 3.000000 37.790684 36.866001 699.691772 7.813437 2052.885254 2.483873 0.369157 0.006047 0.001084 0.700000 0.000000 4.000000 49.860191 36.866001 769.925110 7.930361 1748.077759 3.169346 0.785533 0.015108 0.002111 1.000000 0.000000 5.000000 60.551201 36.866001 759.120178 8.053854 2042.819946 5.025886 -5.820706 -0.095633 -0.015498 1.000000 0.000000 4.000000 50.084778 36.866001 698.698853 7.942427 
36.950000 2366.809570 -14.237406 -20.871019 -0.290056 -0.213408 0.100000 0.000000 3.000000 40.731152 36.945999 659.341003 7.798109 2343.519043 3.901402 -17.914614 -0.415533 -0.140442 0.800186 0.000000 3.000000 35.891197 36.945999 653.423401 8.007026 2066.997559 4.093297 0.073243 0.006398 0.001534 1.000000 0.000000 4.000000 49.474918 36.945999 683.941101 7.902400 2327.169922 -17.606121 0.049951 0.008518 0.001314 0.000000 0.376377 3.000000 37.051804 36.945999 689.440430 7.813045 2056.890625 5.038929 0.316131 0.004831 0.001071 1.000000 0.000000 4.000000 50.156746 36.945999 778.613220 7.927399 1752.930176 3.137705 0.889426 0.016750 0.002102 1.000000 0.000000 5.000000 60.795650 36.945999 762.136353 8.050544 2046.836426 4.987909 -4.345528 -0.065918 -0.010776 1.000000 0.000000 4.000000 50.474209 36.945999 703.868347 7.939117 
37.024000 2369.367188 -14.641660 -19.611292 -0.444134 -0.201516 0.000000 0.365472 3.000000 39.981297 37.006001 668.137939 7.797741 2345.564697 -0.542809 -17.426321 -0.495907 -0.157865 0.200032 0.000000 3.000000 35.606014 37.006001 635.272583 8.006400 2069.972656 4.082705 0.326615 0.010017 0.001919 1.000000 0.000000 4.000000 49.776543 37.006001 688.013794 7.899318 2329.370605 -17.963848 0.093334 0.007618 0.001980 0.000000 0.376707 3.000000 36.034821 37.006001 665.528809 7.812576 2059.912109 4.792675 0.228770 0.004070 0.000791 1.000000 0.000000 4.000000 50.513916 37.006001 784.251831 7.924038 1756.582520 3.120790 1.027073 0.017937 0.002849 1.000000 0.000000 5.000000 61.025742 37.006001 764.969971 8.047403 2049.869873 4.939029 -3.369663 -0.050898 -0.008995 1.000000 0.000000 4.000000 50.841438 37.006001 708.741089 7.935965 
37.106000 2372.707275 -1.620080 -24.289711 -0.553631 -0.205862 0.200415 0.000000 3.000000 38.965080 37.085999 677.172302 7.797346 2348.273926 2.865116 -17.658627 -0.582894 -0.140669 0.600123 0.000000 3.000000 35.683281 37.085999 647.719238 8.005414 2073.961914 4.068664 0.514193 0.011900 0.002314 1.000000 0.000000 4.000000 50.109550 37.085999 692.482239 7.895876 2332.228027 -17.511873 -1.028602 -0.032134 -0.020388 0.000000 0.371297 3.000000 34.902920 37.085999 649.804382 7.812089 2063.959229 4.763928 0.166870 0.002922 0.000490 1.000000 0.000000 4.000000 50.905273 37.085999 790.717590 7.920298 1761.469971 3.094968 1.104158 0.019390 0.003080 1.000000 0.000000 5.000000 61.278667 37.085999 768.085388 8.043923 2053.942139 4.894153 -3.013498 -0.052065 -0.010755 1.000000 0.000000 4.000000 51.244717 37.085999 714.233032 7.932461 
37.188000 2376.775635 -15.559265 -18.919466 -0.426157 -0.181351 0.000000 0.332436 3.000000 37.705002 37.186001 629.261353 7.796786 2351.674316 -14.738857 -15.209016 -0.434505 -0.139296 0.100040 0.000000 3.000000 35.704639 37.186001 627.324951 8.003660 2078.985352 4.053144 0.485971 0.009962 0.001496 1.000000 0.000000 4.000000 50.441116 37.186001 696.983337 7.892409 2335.690674 -16.960445 -4.469201 -0.181771 -0.082934 0.000000 0.358885 3.000000 33.822186 37.186001 629.798401 7.811641 2069.061035 4.742508 0.140830 0.002786 0.000224 1.000000 0.000000 4.000000 51.293762 37.186001 796.821533 7.916541 1767.607178 3.070590 1.228278 0.022763 0.003060 1.000000 0.000000 5.000000 61.529419 37.186001 771.175293 8.040407 2059.076172 4.847688 -2.523353 -0.048256 -0.006282 1.000000 0.000000 4.000000 51.643936 37.186001 719.699219 7.928942 
37.258000 2379.140381 -15.547714 -19.088524 -0.494406 -0.167136 0.000000 0.336628 3.000000 36.541626 37.245998 609.217896 7.796351 2353.702637 1.292430 -18.299471 -0.552845 -0.125067 0.400131 0.000000 3.000000 35.563095 37.245998 640.169312 8.003344 2082.018799 4.039427 0.416670 0.007231 0.001090 1.000000 0.000000 4.000000 50.723049 37.245998 700.836426 7.889430 2337.813965 -1.880837 -10.845288 -0.438861 -0.117090 0.100001 0.000000 3.000000 32.742722 37.245998 625.306091 7.811276 2072.144531 4.707721 0.095305 0.001531 0.000121 1.000000 0.000000 4.000000 51.623383 37.245998 801.715393 7.913320 1771.303955 3.046285 1.451576 0.026460 0.004053 1.000000 0.000000 5.000000 61.741756 37.245998 773.795898 8.037403 2062.182373 4.821048 -1.924556 -0.027015 -0.005504 1.000000 0.000000 4.000000 51.981804 37.245998 724.612061 7.925922 
37.352000 2382.977051 -14.712736 -18.211067 -0.569001 -0.079478 0.000000 0.332612 3.000000 35.505993 37.346001 591.331909 7.795960 2357.086914 5.046007 -17.237057 -0.497374 -0.104063 0.900332 0.000000 3.000000 35.808010 37.346001 658.605469 8.001415 2087.106201 4.016284 0.269543 0.004497 0.000502 1.000000 0.000000 4.000000 51.099941 37.346001 706.004944 7.885402 2341.289551 2.322920 -13.915867 -0.498974 -0.135210 0.600068 0.000000 3.000000 32.763474 37.346001 643.347717 7.810534 2077.321045 4.662668 0.054484 0.000760 0.000078 1.000000 0.000000 4.000000 52.062225 37.346001 808.287231 7.908978 1777.489746 3.024309 1.774335 0.032166 0.004964 1.000000 0.000000 5.000000 62.024281 37.346001 777.443115 8.033369 2067.397705 4.805317 -1.530960 -0.028822 -0.004975 1.000000 0.000000 4.000000 52.432312 37.346001 731.388428 7.921853 
37.432000 2385.969238 -5.640821 -20.478001 -0.587036 -0.019140 0.000000 0.387205 3.000000 35.015575 37.425999 592.506470 7.795654 2359.798340 0.092661 -17.828703 -0.426471 -0.106988 0.300079 0.000000 3.000000 35.539833 37.425999 636.528625 8.000742 2091.205078 3.978842 0.185077 0.002989 0.000351 1.000000 0.000000 4.000000 51.419052 37.425999 710.193542 7.881946 2344.083008 -3.109779 -14.782911 -0.439558 -0.177374 0.000000 0.381951 3.000000 33.041668 37.425999 620.259277 7.808654 2081.496094 4.624423 -0.002537 -0.000401 -0.000232 1.000000 0.000000 4.000000 52.432220 37.425999 813.909180 7.905270 1782.460205 3.021577 2.131318 0.038321 0.005705 1.000000 0.000000 5.000000 62.263210 37.425999 780.519531 8.029936 2071.606445 4.787098 -1.645798 -0.032235 -0.006122 1.000000 0.000000 4.000000 52.814621 37.425999 736.542725 7.918377 
37.528000 2389.648682 -19.044260 -17.782316 -0.375349 0.030254 0.100173 0.000000 3.000000 33.999012 37.526001 573.596069 7.795300 2363.176270 3.971221 -16.317270 -0.429228 -0.104663 0.800164 0.000000 3.000000 35.717518 37.526001 650.684326 7.999286 2096.364502 3.925793 0.175519 0.002444 0.000861 1.000000 0.000000 4.000000 51.799934 37.526001 714.754944 7.877770 2347.558838 0.936175 -16.718044 -0.563581 -0.188347 0.500100 0.000000 3.000000 32.652557 37.526001 637.263733 7.808161 2086.737793 -1.348566 0.067438 0.002558 0.000296 0.100000 0.000000 5.000000 52.419914 37.526001 648.259033 7.904339 1788.699951 3.005187 2.584638 0.045777 0.006452 1.000000 0.000000 5.000000 62.548271 37.526001 784.173462 8.025816 2076.909668 4.750959 -1.677049 -0.031926 -0.005174 1.000000 0.000000 4.000000 53.270496 37.526001 742.618652 7.914188 
37.642000 2393.266357 -14.392512 -12.609715 0.079260 0.022676 0.000000 0.351639 3.000000 33.447987 37.625999 570.767761 7.794741 2366.552490 1.458017 -15.934390 -0.440341 -0.103372 0.400055 0.000000 3.000000 35.475922 37.625999 637.382385 7.998308 2101.563477 3.895971 0.180241 0.004166 0.000693 1.000000 0.000000 4.000000 52.245384 37.625999 721.294434 7.872768 2351.036377 -13.553507 -14.137719 -0.553575 -0.177380 0.000000 0.378969 3.000000 32.807835 37.625999 609.707153 7.805862 2091.969971 3.853005 -0.112519 -0.004776 -0.000933 1.000000 0.000000 5.000000 52.427521 37.625999 658.910950 7.902714 1794.969238 2.900795 3.015219 0.050688 0.007541 1.000000 0.000000 5.000000 62.884884 37.625999 788.304993 8.020924 2082.212402 0.630611 8.191731 0.263114 0.031944 0.400004 0.000000 4.000000 52.837357 37.625999 729.097778 7.912796 
37.754000 2397.539062 0.187746 -4.982882 -0.035477 -0.028106 0.200000 0.000000 3.000000 32.974751 37.745998 572.444153 7.794390 2370.605469 -10.874056 -13.663046 -0.367646 -0.092910 0.000000 0.388260 3.000000 35.814762 37.745998 622.144653 7.995938 2107.853271 3.858539 0.288662 0.006292 0.001174 1.000000 0.000000 4.000000 52.680435 37.745998 726.891357 7.867806 2355.190918 2.403649 -18.125015 -0.591311 -0.162881 0.600381 0.000000 3.000000 32.546314 37.745998 641.995300 7.805037 2098.280029 4.566206 -0.218118 -0.004555 -0.000835 1.000000 0.000000 5.000000 52.925819 37.745998 664.902344 7.898160 1802.531128 2.958384 3.429565 0.055635 0.008329 1.000000 0.000000 5.000000 63.213364 37.745998 792.111511 8.016094 2088.562256 4.721147 5.854879 0.046608 0.000877 1.000000 0.000000 4.000000 53.121841 37.745998 740.647095 7.909629 
37.872000 2401.765137 2.027020 -8.241787 -0.381522 -0.072510 0.400001 0.000000 3.000000 32.674210 37.866001 570.122559 7.793914 2374.653076 2.742187 -15.175596 -0.456852 -0.101400 0.600061 0.000000 3.000000 35.576523 37.866001 643.673523 7.995057 2114.198730 3.822117 0.382635 0.006970 0.001541 1.000000 0.000000 4.000000 53.132618 37.866001 733.457092 7.862529 2359.360107 -12.611486 -14.943976 -0.403879 -0.148128 0.100079 0.000000 3.000000 32.637859 37.866001 621.450012 7.802382 2104.655273 4.529872 -0.233950 -0.005132 -0.000626 1.000000 0.000000 5.000000 53.462334 37.866001 671.553894 7.893330 1810.134155 2.927826 3.873438 0.063235 0.009382 1.000000 0.000000 5.000000 63.555676 37.866001 796.365173 8.010974 2094.965088 4.606693 7.246109 -0.003257 0.068952 1.000000 0.000000 4.000000 53.679466 37.866001 747.692383 7.904469 
37.976000 2405.263184 1.502362 -16.193249 -0.424902 -0.087640 0.300009 0.000000 3.000000 32.407959 37.966000 563.386414 7.793308 2378.020508 0.564977 -16.466164 -0.478541 -0.118968 0.300034 0.000000 3.000000 35.347290 37.966000 632.973938 7.994079 2119.529053 3.776607 0.346475 0.006743 0.001057 1.000000 0.000000 4.000000 53.527554 37.966000 738.443604 7.857844 2362.818848 2.726253 -16.851412 -0.482007 -0.124014 0.600315 0.000000 3.000000 32.551525 37.966000 641.278931 7.801560 2110.018066 4.497908 -0.257718 -0.004011 -0.000877 1.000000 0.000000 5.000000 53.930988 37.966000 677.572632 7.889042 1816.501099 2.912777 4.208980 0.070634 0.009962 1.000000 0.000000 5.000000 63.854504 37.966000 800.125427 8.006461 2100.350830 4.607716 8.129610 0.187125 0.025362 1.000000 0.000000 4.000000 54.153530 37.966000 754.501038 7.899905 
38.086000 2408.747559 5.490321 -12.138248 -0.437562 -0.101468 0.800037 0.000000 3.000000 32.689880 38.066002 577.275757 7.791618 2381.375244 4.803325 -16.300367 -0.493958 -0.120669 0.800121 0.000000 3.000000 35.608204 38.066002 649.952271 7.992162 2124.896484 3.700511 0.378548 0.006857 0.001382 1.000000 0.000000 4.000000 53.937225 38.066002 744.285522 7.852872 2366.296875 -14.715417 -11.988379 -0.351136 -0.115628 0.000000 0.381046 3.000000 32.753021 38.066002 609.389954 7.798966 2115.425781 4.469100 -0.238002 -0.004565 -0.000740 1.000000 0.000000 5.000000 54.424244 38.066002 683.460327 7.884475 1822.895630 2.885034 4.702035 0.076682 0.010950 1.000000 0.000000 5.000000 64.167747 38.066002 804.030762 8.001688 2105.779297 4.589808 3.639429 0.015450 -0.005172 1.000000 0.000000 4.000000 54.653992 38.066002 761.391235 7.895053 
38.182000 2412.270264 7.447813 -16.814262 -0.408791 -0.143892 1.000000 0.000000 3.000000 33.243580 38.166000 589.137268 7.788663 2384.728027 1.473944 -16.922987 -0.521176 -0.115185 0.400062 0.000000 3.000000 35.284100 38.166000 634.392578 7.991675 2130.301270 3.688673 0.320237 0.005963 0.000929 1.000000 0.000000 4.000000 54.291729 38.166000 749.248657 7.848521 2369.773438 2.094300 -16.634285 -0.467413 -0.103216 0.500118 0.000000 3.000000 32.598396 38.166000 637.722046 7.798367 2120.878174 4.438661 -0.235430 -0.004266 -0.000657 1.000000 0.000000 5.000000 54.850952 38.166000 688.886230 7.880466 1829.317017 2.862869 5.021601 0.079789 0.011367 1.000000 0.000000 5.000000 64.439079 38.166000 807.236572 7.997522 2111.251221 4.274162 -15.949297 -0.567366 -0.091028 1.000000 0.000000 4.000000 55.061665 38.166000 767.759094 7.890806 
38.282000 2415.863770 7.024334 -17.724874 -0.459561 -0.185190 1.000000 0.000000 3.000000 33.830269 38.265999 600.133179 7.785433 2388.077393 5.620498 -16.483980 -0.481267 -0.117307 0.900181 0.000000 3.000000 35.605232 38.265999 653.359985 7.989485 2135.742676 3.638262 0.368603 0.006659 0.001381 1.000000 0.000000 4.000000 54.657902 38.265999 753.885986 7.843967 2373.260254 -10.595964 -9.215121 -0.342918 -0.091452 0.000000 0.381901 3.000000 32.788956 38.265999 610.407104 7.796270 2126.375244 4.415054 -0.300741 -0.006104 -0.001109 1.000000 0.000000 5.000000 55.292564 38.265999 694.524963 7.876266 1835.764160 -1.835924 5.347839 0.085209 0.012180 0.100000 0.000000 6.000000 64.578552 38.265999 673.694763 7.994564 2116.769287 4.454336 -17.486626 -0.267110 -0.029356 1.000000 0.000000 4.000000 55.455585 38.265999 774.166626 7.886369 
38.358000 2418.785889 4.235012 -11.681485 -0.548113 -0.194043 1.000000 0.000000 3.000000 34.258541 38.346001 613.182556 7.782920 2390.762451 0.636811 -17.206011 -0.474394 -0.114581 0.300049 0.000000 3.000000 35.295639 38.346001 632.080688 7.989087 2140.122070 3.597074 0.356682 0.006873 0.001166 1.000000 0.000000 4.000000 54.932140 38.346001 757.627930 7.840501 2376.047119 1.257580 -15.390596 -0.369344 -0.114597 0.400061 0.000000 3.000000 32.558605 38.346001 633.279785 7.795943 2130.804443 4.507662 -0.333480 -0.006599 -0.001195 1.000000 0.000000 5.000000 55.626915 38.346001 698.538940 7.873059 1840.919922 -1.826531 5.538929 0.089793 0.011405 0.100000 0.000000 6.000000 64.436089 38.346001 661.872559 7.994381 2121.215088 4.499712 -5.383611 0.208946 0.024734 1.000000 0.000000 4.000000 55.792912 38.346001 776.831421 7.882981 
38.464000 2422.481201 5.413132 -17.734657 -0.639851 -0.171871 1.000000 0.000000 3.000000 34.847916 38.445999 624.783569 7.779326 2394.109131 4.860188 -16.442394 -0.467242 -0.113184 0.800143 0.000000 3.000000 35.548977 38.445999 648.856628 7.987237 2145.628906 3.543285 0.377944 0.007022 0.001246 1.000000 0.000000 4.000000 55.309326 38.445999 762.961060 7.835649 2379.533936 2.515498 -11.099887 -0.399550 -0.100201 0.900093 0.000000 3.000000 32.892071 38.445999 657.017578 7.793726 2136.380615 4.370203 -0.342065 -0.006416 -0.000930 1.000000 0.000000 5.000000 56.090485 38.445999 704.249084 7.868563 1847.347900 2.398661 5.694789 0.087539 0.011603 1.000000 0.000000 6.000000 64.461784 38.445999 677.695862 7.992006 2126.811523 4.446695 3.674122 0.077382 0.008920 1.000000 0.000000 4.000000 56.264694 38.445999 783.004639 7.878255 
38.564000 2426.223877 6.160104 -18.144131 -0.553565 -0.131111 1.000000 0.000000 3.000000 35.403294 38.546001 635.625916 7.775844 2397.455566 1.494342 -16.550791 -0.473060 -0.109676 0.400057 0.000000 3.000000 35.245853 38.546001 633.419434 7.986677 2151.170410 3.496514 0.421971 0.007928 0.001418 1.000000 0.000000 4.000000 55.661072 38.546001 767.481873 7.831057 2383.027344 1.638223 -16.164846 -0.438120 -0.127860 0.400037 0.000000 3.000000 32.569351 38.546001 632.270386 7.793184 2142.000488 4.341859 -0.337549 -0.005703 -0.000856 1.000000 0.000000 5.000000 56.524605 38.546001 709.778381 7.864296 1853.786987 2.382179 5.802549 0.089557 0.013374 1.000000 0.000000 6.000000 64.696007 38.546001 679.941101 7.988096 2132.452393 4.365847 1.358567 0.009172 0.005195 1.000000 0.000000 4.000000 56.701954 38.546001 789.111572 7.873777 
38.674000 2430.779785 6.337103 -16.549728 -0.443888 -0.102696 1.000000 0.000000 3.000000 36.035316 38.666000 646.914856 7.771928 2401.473633 6.316810 -14.966785 -0.411734 -0.096275 1.000000 0.000000 3.000000 35.647873 38.666000 655.351013 7.984099 2157.866455 3.451884 0.476950 0.008077 0.001720 1.000000 0.000000 4.000000 56.041428 38.666000 772.833923 7.825994 2387.220703 -7.514658 -13.956338 -0.448188 -0.137646 0.000000 0.380961 3.000000 32.893780 38.666000 617.140991 7.790915 2148.802002 4.314338 -0.359520 -0.006687 -0.001095 1.000000 0.000000 5.000000 56.999989 38.666000 715.544861 7.859575 1861.538940 2.367886 6.170069 0.098154 0.013946 1.000000 0.000000 6.000000 64.951447 38.666000 682.690369 7.983779 2139.279785 4.632274 -0.521923 -0.004788 -0.004849 1.000000 0.000000 4.000000 57.205826 38.666000 795.827515 7.868843 
